Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;
08.12.22;23:40:57;1;0;0.1017;0.1232;0.0850;0.0982;0.0894;0.1017;0.0552;0.0508;0.1046;0.1241;0.0875;0.1051;0.0914;0.1051;0.0567;0.0523;0.000;0.000;0.000;0.065;0.000;0.000;0.000;0.000;
08.12.22;23:41:37;2;0;0.1896;0.2243;0.1603;0.1750;0.1603;0.1852;0.0958;0.0924;0.1945;0.2263;0.1657;0.1882;0.1657;0.1911;0.0992;0.0982;0.025;0.000;0.032;0.070;0.032;0.031;0.000;0.060;
