fragment_ID,surface.area.cm2
APL-016,13.20314287393163
APL-021,9.965578676203691
APL-031,10.752276518642258
APL-003,11.058214568479475
APL-028,5.964850332178518
APL-019,9.814290629580892
APL-026,7.521436234097553
APL-025,10.967441740505796
APL-029,10.345479771056505
APL-018,7.430663406123871
APL-027,8.103054724447436
APL-032,11.155711309636395
APL-022,11.656642841787443
APL-017,10.960717827322561
APL-005,12.725745037921897
APL-024,11.011147176196815
APL-020,6.5330209961619214
APL-011,13.673816796758114
APL-007,11.431391750149054
APL-001,18.74028538032615
APL-010,8.745188433446435
APL-004,9.6260210604503
APL-008,14.144490719584613
APL-006,10.224449333758258
APL-009,10.318584118323566
APL-030,14.568097250128448
APL-023,10.419442816072095
APL-014,11.623023275871269
APL-002,12.460150467184098
APL-015,11.670090668153913
APL-012,6.606984041177512
APL-013,6.943179700339293
API-008,8.372011251776852
API-004,12.678677645639253
API-006,7.393681883616084
API-001,13.868810279071955
API-009,7.924871025091688
API-007,6.882664481690176
API-003,9.229310182639392
API-005,9.48145692701073
API-002,11.22631239806036
API-010,6.53974490934516
