fragment_ID,surface.area.cm2
PI,37.427110124450195
POC-150-22,127.89753436535378
POC-150-25,111.3016331207963
POC-150-28,85.84906637415607
POC-150-30,151.15662788016968
POC-150-32,66.56305644905962
POC-150-36,95.65761648627591
POC-154-22,58.65827555701349
POC-154-25,86.67679212201426
POC-154-28,45.290504729103276
POC-154-30,27.287469713186983
POC-154-32,33.04016366080163
POC-154-36,149.50117638445326
POC-156-22,94.49880043927446
POC-156-25,65.85948956338015
POC-156-28,77.7787403325384
POC-156-30,173.4224504975557
POC-156-32,134.2296363364691
POC-156-36,30.722531566798573
POC-159-22,156.66100410342668
POC-159-25,71.23970692445855
POC-159-28,79.80666841479088
POC-159-30,64.65928722898573
POC-159-32,128.18723837710436
POC-159-36,95.45068504931155
POC-162-22,105.92141575971806
POC-162-25,74.55060991589151
POC-162-28,68.83930225566971
POC-162-30,71.65356979838758
POC-162-32,113.03985719129864
POC-162-36,47.81506826007092
POC-165-22,74.63338249067714
POC-165-25,84.06945601626077
POC-165-28,170.48402409265967
POC-165-30,142.7138252520158
POC-165-32,151.69464961627773
POC-165-36,165.72460104247395
POC-167-22,76.24744769900087
POC-167-25,89.32551451516058
POC-167-28,142.58966638983736
POC-167-30,135.8850878321858
POC-167-32,44.6283241308167
POC-167-36,179.6303936064926
POC-168-22,59.65154645444354
POC-168-25,68.05296279520446
POC-168-28,41.27603485199092
POC-168-30,106.16973348407552
POC-168-32,98.76158804074437
POC-168-36,168.12500571126336
POC-169-22,88.4150161925166
POC-169-25,72.68822698321028
POC-169-28,67.47355477170359
POC-169-30,104.88675857489504
POC-169-32,231.85988829634636
POC-169-36,150.49444728188317
POC-175-22,72.02604638492393
POC-175-25,93.91939241577373
POC-175-28,72.5640681210317
POC-175-30,79.43419182825495
POC-175-32,181.82386683831706
POC-175-36,122.18622670513213
POC-178-22,79.93082727696975
POC-178-25,62.134723698018156
POC-178-28,66.6872153112382
POC-178-30,116.8473956314464
POC-178-32,151.32217302974152
POC-178-36,191.7979621000083
POC-179-22,62.25888256019689
POC-179-25,142.0102583663362
POC-179-28,185.5486327036789
POC-179-30,81.79321020965082
POC-179-32,99.25822348945931
POC-179-36,83.24173026840272
POC-181-22,96.8992051080633
POC-181-25,120.61354778420134
POC-181-28,61.224225375374026
POC-181-30,133.277751726432
POC-181-32,143.58293728726696
POC-181-36,68.67375710609801
