mtORF,rmax,topt,ctmin,ctmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness
Haplotype_1a,0.1681898185122741,30.151,-Inf,33.983000000000004,0.025965997649971838,NA,1.0346282435651122,3.8320000000000043,Inf,10.242000000000004,NA
P_verrucosa_Haplotype_3b,0.2665951887930782,27.18,3.865000000000002,44.467,1.0767457922305108,0.9169355012921581,4.134957110126871,17.287,40.602,7.606999999999999,0.15981029093835275
