tag_number,term,curve,estimate,std.error,statistic,p.value
178,hill,Intercept,45.564917734064956,3.5511692625608067,12.830961963555447,5.1186038020994374e-5
178,max,Intercept,0.5860338838154384,0.010363011110588918,56.55054091533583,3.2708912713401566e-8
178,ED50,Intercept,35.713157508030235,0.07558887008165015,472.4658202914441,8.061000468351926e-13
179,hill,Intercept,104.66487523784032,23.624322179933053,4.430386380640569,0.006825624701246362
179,max,Intercept,0.5640504523552932,0.015672200906818763,35.990506739221445,3.117298988282886e-7
179,ED50,Intercept,35.63767610853723,0.0875614136448863,407.00206432332436,1.6994590256057643e-12
181,hill,Intercept,51.129734975501776,20.291774605483422,2.5197271293209145,0.05319237394515407
181,max,Intercept,0.562574513456512,0.035636108373634096,15.786642793822603,1.8550812052035163e-5
181,ED50,Intercept,35.4648438474129,0.23012421675627379,154.1117416815544,2.1823744945714362e-10
183,hill,Intercept,70.60881634672566,11.213253434368673,6.296907205388698,0.0014857144610788847
183,max,Intercept,0.5595289910513715,0.014535039639573014,38.4951816387209,2.229138622387001e-7
183,ED50,Intercept,35.23257251525624,0.08635866728073203,407.9795766268984,1.6791146280894319e-12
